# Wavelengths	Intensities
 865.27998	1427.43422
 865.45115	1466.34562
 865.62230	1406.95453
 865.79343	1513.44891
 865.96455	1390.57078
 866.13565	1411.05047
 866.30673	1398.76266
 866.47779	1388.52281
 866.64883	1470.44156
 866.81986	1449.96187
 866.99087	1415.14641
 867.16186	1421.29031
 867.33283	1462.24969
 867.50379	1413.09844
 867.67473	1400.81063
 867.84565	1468.39359
 868.01655	1447.91391
 868.18744	1445.86594
 868.35831	1486.82531
 868.52916	1441.77000
 868.69999	1472.48953
 868.87080	1392.61875
 869.04160	1386.47484
 869.21238	1376.23500
 869.38314	1425.38625
 869.55388	1359.85125
 869.72461	1429.48219
 869.89532	1490.92125
 870.06601	1404.90656
 870.23668	1452.00984
 870.40734	1437.67406
 870.57797	1443.81797
 870.74859	1400.81063
 870.91919	1474.53750
 871.08978	1390.57078
 871.26035	1501.16109
 871.43089	1486.82531
 871.60142	1415.14641
 871.77194	1454.05781
 871.94243	1417.19438
 872.11291	1454.05781
 872.28337	1388.52281
 872.45381	1429.48219
 872.62424	1472.48953
 872.79464	1409.00250
 872.96503	1492.96922
 873.13540	1417.19438
 873.30576	1429.48219
 873.47609	1400.81063
 873.64641	1454.05781
 873.81671	1380.33094
 873.98699	1443.81797
 874.15726	1462.24969
 874.32750	1421.29031
 874.49773	1540.07250
 874.66794	1370.09109
 874.83814	1449.96187
 875.00831	1404.90656
 875.17847	1427.43422
 875.34861	1392.61875
 875.51873	1447.91391
 875.68883	1466.34562
 875.85892	1486.82531
 876.02899	1447.91391
 876.19904	1417.19438
 876.36907	1386.47484
 876.53909	1415.14641
 876.70908	1454.05781
 876.87906	1460.20172
 877.04902	1409.00250
 877.21897	1468.39359
 877.38889	1429.48219
 877.55880	1468.39359
 877.72869	1515.49688
 877.89856	1423.33828
 878.06842	1488.87328
 878.23826	1445.86594
 878.40807	1402.85859
 878.57788	1441.77000
 878.74766	1497.06516
 878.91742	1505.25703
 879.08717	1411.05047
 879.25690	1394.66672
 879.42661	1417.19438
 879.59631	1406.95453
 879.76598	1357.80328
 879.93564	1437.67406
 880.10528	1341.41953
 880.27490	1404.90656
 880.44451	1443.81797
 880.61409	1353.70734
 880.78366	1384.42688
 880.95321	1433.57812
 881.12275	1492.96922
 881.29226	1476.58547
 881.46176	1466.34562
 881.63124	1472.48953
 881.80070	1480.68141
 881.97014	1478.63344
 882.13957	1431.53016
 882.30897	1409.00250
 882.47836	1402.85859
 882.64774	1462.24969
 882.81709	1431.53016
 882.98643	1423.33828
 883.15574	1417.19438
 883.32504	1359.85125
 883.49433	1402.85859
 883.66359	1466.34562
 883.83284	1368.04312
 884.00206	1409.00250
 884.17127	1425.38625
 884.34047	1417.19438
 884.50964	1456.10578
 884.67880	1466.34562
 884.84794	1384.42688
 885.01706	1431.53016
 885.18616	1466.34562
 885.35525	1443.81797
 885.52431	1349.61141
 885.69336	1388.52281
 885.86239	1458.15375
 886.03140	1488.87328
 886.20040	1423.33828
 886.36938	1458.15375
 886.53834	1495.01719
 886.70728	1503.20906
 886.87620	1423.33828
 887.04510	1423.33828
 887.21399	1396.71469
 887.38286	1435.62609
 887.55171	1327.08375
 887.72055	1462.24969
 887.88936	1343.46750
 888.05816	1415.14641
 888.22694	1417.19438
 888.39570	1546.21641
 888.56444	1402.85859
 888.73317	1456.10578
 888.90187	1507.30500
 889.07056	1433.57812
 889.23923	1384.42688
 889.40789	1458.15375
 889.57652	1441.77000
 889.74514	1431.53016
 889.91374	1417.19438
 890.08232	1443.81797
 890.25088	1384.42688
 890.41943	1470.44156
 890.58795	1441.77000
 890.75646	1394.66672
 890.92495	1406.95453
 891.09343	1413.09844
 891.26188	1398.76266
 891.43032	1394.66672
 891.59874	1447.91391
 891.76714	1439.72203
 891.93552	1351.65937
