Symbol,Wavelength,Ionization Level,A (10^8 s^-1),gUpper,gLower,eUpper,eLower,Intensity (long),Intensity (short)
Ho,689.7999,1,0.007117,16,18,3.227,1.43,3.74E-07,8.65E-08
Ho,598.1448,1,0.01327,18,18,3.502,1.43,3.44E-07,1.03E-07
Ho,264.0121,1,0.3618,16,16,4.695,0,3.40E-07,2.25E-07
Ho,255.6859,1,0.4958,16,16,4.848,0,3.23E-07,2.27E-07
Ho,641.3427,1,0.0395,16,16,3.899,1.966,2.93E-07,1.22E-07
Ho,656.0036,1,0.005889,20,18,3.319,1.43,2.92E-07,7.40E-08
Ho,543.5854,1,0.005866,20,18,3.319,1.039,2.91E-07,7.37E-08
Ho,749.6144,1,0.0002925,16,14,2.326,0.672,2.65E-07,2.30E-08
Ho,603.8974,1,0.009743,18,20,3.502,1.449,2.53E-07,7.58E-08
Ho,686.5775,1,0.03269,16,16,3.899,2.093,2.43E-07,1.01E-07
Ho,489.2405,1,0.3637,16,18,4.857,2.323,2.32E-07,1.63E-07
Ho,630.67,1,0.3021,14,14,4.742,2.777,2.22E-07,1.49E-07
Ho,666.2494,1,0.02796,16,18,3.899,2.038,2.07E-07,8.63E-08
Ho,725.0591,1,0.004656,14,16,3.24,1.53,2.06E-07,4.82E-08
Ho,724.2003,1,0.003638,18,16,3.242,1.53,2.06E-07,4.83E-08
Ho,691.6688,1,0.003474,18,20,3.242,1.449,1.96E-07,4.61E-08
Ho,681.094,1,0.02005,18,18,3.858,2.038,1.87E-07,7.56E-08
Er,337.271,2,1.3,16,14,3.675,0,4.82E-04,1.94E-04
Er,390.631,2,0.323,12,14,3.173,0,3.85E-04,1.00E-04
Er,369.265,2,0.48,14,12,3.411,0.055,3.30E-04,1.07E-04
Er,323.058,2,1.5,12,12,3.891,0.055,2.30E-04,1.08E-04
Er,349.91,2,0.75,10,12,3.597,0.055,2.17E-04,8.19E-05
Er,389.623,2,0.18,14,12,3.236,0.055,2.08E-04,5.73E-05
Er,383.048,2,0.14,14,14,3.236,0,1.61E-04,4.46E-05
Er,393.8626,2,0.1076,12,14,3.147,0,1.39E-04,3.52E-05
Er,326.478,2,0.58,14,14,3.797,0,1.35E-04,5.92E-05
Er,361.656,2,0.2,12,14,3.427,0,1.13E-04,3.70E-05
Er,338.5074,2,0.379,14,12,3.716,0.055,1.10E-04,4.55E-05
Er,400.796,1,1.73,15,13,3.093,0,1.06E-04,2.01E-05
Er,372.9524,2,0.1263,12,14,3.324,0,9.63E-05,2.88E-05
Er,339.2,2,0.235,16,14,3.654,0,9.24E-05,3.66E-05
Er,331.242,2,0.37,14,12,3.797,0.055,8.58E-05,3.78E-05
Er,378.6836,2,0.08875,12,14,3.273,0,7.85E-05,2.25E-05
Er,388.0611,2,0.5383,8,10,3.831,0.636,6.50E-05,2.93E-05
Er,415.111,1,0.96,11,13,2.986,0,5.99E-05,1.02E-05
Er,334.6034,2,0.2734,10,12,3.759,0.055,5.02E-05,2.15E-05
Er,363.3536,2,0.07279,14,14,3.411,0,5.01E-05,1.62E-05
Er,397.4717,2,0.04131,12,12,3.173,0.055,4.92E-05,1.28E-05
Er,336.802,2,0.2056,12,12,3.735,0.055,4.84E-05,2.04E-05
Er,405.5465,2,0.206,10,10,3.693,0.636,4.54E-05,1.85E-05
Er,386.285,1,1.16,13,13,3.209,0,4.29E-05,9.17E-06
Er,296.452,2,2.778,18,16,5.028,0.846,3.95E-05,3.11E-05
Er,291.0362,2,3.663,16,16,5.105,0.846,3.89E-05,3.12E-05
Er,355.9894,2,0.06853,14,14,3.482,0,3.84E-05,1.32E-05
Er,336.4076,2,0.1588,12,12,3.739,0.055,3.69E-05,1.56E-05
Er,337.417,2,0.1126,14,14,3.674,0,3.67E-05,1.47E-05
Er,357.0753,2,0.4564,10,10,4.108,0.636,3.29E-05,1.78E-05
Er,405.9779,2,0.1621,10,8,3.723,0.67,3.29E-05,1.37E-05
Er,379.1829,2,0.04246,12,12,3.324,0.055,3.24E-05,9.69E-06
Er,358.0518,2,0.0741,12,12,3.517,0.055,3.23E-05,1.14E-05
Er,359.9825,2,1.863,12,14,4.766,1.323,3.20E-05,2.33E-05
Er,300.2406,2,2.569,14,16,4.975,0.846,3.20E-05,2.48E-05
Er,394.4421,1,5.279,11,9,3.767,0.624,3.15E-05,1.13E-05
Er,344.113,2,0.1008,12,12,3.657,0.055,2.95E-05,1.17E-05
Er,364.5936,2,1.796,20,18,5.015,1.615,2.91E-05,2.29E-05
Er,354.9844,2,0.4576,10,8,4.162,0.67,2.87E-05,1.60E-05
Er,430.1596,2,0.009782,12,14,2.882,0,2.83E-05,5.52E-06
Er,414.2914,2,0.1328,8,10,3.628,0.636,2.81E-05,1.09E-05
Er,467.5618,2,0.1706,16,14,3.974,1.323,2.80E-05,1.39E-05
Er,402.0513,1,6.403,13,11,3.946,0.863,2.73E-05,1.12E-05
Er,348.5853,2,0.06857,14,12,3.611,0.055,2.67E-05,1.02E-05
Er,373.4583,2,0.02926,14,14,3.319,0,2.64E-05,7.86E-06
Er,290.4468,2,2.21,18,16,5.114,0.846,2.59E-05,2.08E-05
Er,352.4913,2,0.05826,12,14,3.517,0,2.54E-05,8.98E-06
Er,318.1925,2,6.69,8,10,5.265,1.369,2.50E-05,2.08E-05
Er,389.268,1,0.728,11,13,3.184,0,2.46E-05,5.12E-06
Er,379.7058,2,0.02716,14,12,3.319,0.055,2.45E-05,7.30E-06
Er,333.2703,2,0.9228,12,12,4.606,0.887,2.31E-05,1.59E-05
Er,441.9608,2,0.415,20,22,4.488,1.683,2.31E-05,1.51E-05
Er,408.1243,2,0.01277,14,12,3.092,0.055,2.27E-05,5.46E-06
Er,312.2722,2,0.8642,12,10,4.606,0.636,2.17E-05,1.49E-05
Er,438.4692,2,0.007427,12,12,2.882,0.055,2.15E-05,4.19E-06
Er,475.9653,2,0.002622,14,14,2.604,0,2.11E-05,3.06E-06
Er,388.2886,2,0.2689,10,12,4.079,0.887,2.09E-05,1.11E-05
Er,397.358,1,0.366,15,13,3.119,0,2.06E-05,4.01E-06
Er,400.9156,2,0.01153,14,14,3.092,0,2.05E-05,4.93E-06
Er,328.0217,2,0.1331,10,12,3.834,0.055,1.99E-05,9.00E-06
Er,397.304,1,0.479,11,13,3.12,0,1.97E-05,3.85E-06
Er,378.7866,2,3.757,18,18,5.485,2.212,1.97E-05,1.71E-05
Er,359.9501,2,1.168,14,16,4.846,1.402,1.95E-05,1.46E-05
Er,408.763,1,0.303,13,13,3.032,0,1.93E-05,3.45E-06
Er,371.2392,2,0.2283,14,16,4.185,0.846,1.89E-05,1.07E-05
Er,338.9739,2,0.06329,12,14,3.657,0,1.85E-05,7.34E-06
Er,314.1095,2,0.19,10,12,4.001,0.055,1.82E-05,9.17E-06
Er,373.8162,2,1.152,16,14,4.935,1.619,1.79E-05,1.38E-05
Er,368.2701,2,0.3002,12,10,4.258,0.892,1.77E-05,1.04E-05
Er,365.2875,2,0.3165,12,10,4.286,0.892,1.74E-05,1.04E-05
Er,370.7638,2,1.467,18,16,5.114,1.771,1.72E-05,1.38E-05
Er,325.9108,2,4.452,16,16,5.574,1.771,1.72E-05,1.51E-05
Er,374.264,2,0.1558,10,10,3.948,0.636,1.71E-05,8.36E-06
Er,502.8905,2,0.001614,14,12,2.52,0.055,1.70E-05,2.24E-06
Er,307.3344,2,0.1385,14,14,4.033,0,1.70E-05,8.77E-06
Er,332.3194,2,0.3781,12,10,4.366,0.636,1.70E-05,1.05E-05
Er,361.7851,2,1.009,20,20,5.015,1.589,1.64E-05,1.29E-05
Er,360.4897,2,1.15,18,20,5.028,1.589,1.63E-05,1.29E-05
Er,373.1265,2,0.2477,12,10,4.214,0.892,1.63E-05,9.34E-06
Er,400.8177,2,0.01199,12,12,3.147,0.055,1.55E-05,3.92E-06
Er,622.102,1,0.0084,13,13,1.992,0,1.54E-05,8.36E-07
Er,327.9325,2,0.3794,12,10,4.416,0.636,1.51E-05,9.55E-06
Er,275.5621,2,4.348,6,8,5.168,0.67,1.51E-05,1.23E-05
Er,404.9485,2,0.008668,12,14,3.061,0,1.45E-05,3.38E-06
Er,418.9984,2,0.06845,8,8,3.628,0.67,1.45E-05,5.61E-06
Er,335.0064,2,1.989,20,22,5.383,1.683,1.44E-05,1.23E-05
Er,328.6769,2,0.5731,8,8,4.441,0.67,1.43E-05,9.14E-06
Er,460.661,1,0.0754,13,13,2.691,0,1.42E-05,1.74E-06
Er,582.679,1,0.0104,15,13,2.127,0,1.41E-05,8.99E-07
Er,378.101,2,0.7356,10,10,4.648,1.369,1.39E-05,9.72E-06
Er,277.0017,2,5.725,16,14,5.798,1.323,1.38E-05,1.25E-05
Er,365.2585,2,0.153,10,10,4.03,0.636,1.35E-05,6.96E-06
Er,318.3419,2,0.1219,10,12,3.948,0.055,1.34E-05,6.54E-06
Er,500.0382,2,0.001278,12,14,2.479,0,1.32E-05,1.66E-06
Er,393.701,1,0.292,13,13,3.148,0,1.30E-05,2.61E-06
Er,385.8393,2,0.1486,12,10,4.105,0.892,1.30E-05,6.98E-06
Er,315.4286,2,5.07,20,18,5.881,1.951,1.29E-05,1.18E-05
Er,326.7176,2,1.776,20,20,5.383,1.589,1.29E-05,1.09E-05
Er,326.71,2,2.62,12,12,5.33,1.536,1.28E-05,1.08E-05
Er,307.0742,2,2.067,16,14,5.359,1.323,1.26E-05,1.07E-05
Er,374.1102,2,0.1241,16,16,4.16,0.846,1.25E-05,6.96E-06
Er,370.072,2,0.02496,10,12,3.404,0.055,1.25E-05,4.03E-06
Er,314.1149,2,4.972,14,16,5.717,1.771,1.24E-05,1.11E-05
Er,392.188,2,0.1013,8,8,3.831,0.67,1.22E-05,5.51E-06
Er,351.8176,2,0.7296,14,14,4.846,1.323,1.22E-05,9.10E-06
Er,267.026,2,2.628,16,16,5.488,0.846,1.22E-05,1.05E-05
Er,350.8379,2,0.7808,16,16,4.935,1.402,1.21E-05,9.32E-06
Er,404.8342,2,0.1095,10,12,3.948,0.887,1.20E-05,5.87E-06
Er,296.8761,2,0.1408,14,14,4.175,0,1.20E-05,6.70E-06
Er,348.6824,2,0.2213,10,8,4.225,0.67,1.18E-05,6.81E-06
Er,333.7248,2,0.4018,8,8,4.384,0.67,1.15E-05,7.19E-06
Er,283.8713,2,6.377,20,22,6.049,1.683,1.15E-05,1.06E-05
Er,289.7518,2,7.107,14,14,5.932,1.654,1.14E-05,1.04E-05
Er,541.4631,2,0.0004504,16,14,2.289,0,1.14E-05,1.15E-06
Er,282.0187,2,4.69,16,16,5.798,1.402,1.13E-05,1.02E-05
Er,335.0263,2,0.2283,12,10,4.336,0.636,1.11E-05,6.74E-06
Er,355.3203,2,0.2146,8,8,4.159,0.67,1.09E-05,6.03E-06
Er,309.9189,2,2.73,18,18,5.615,1.615,1.09E-05,9.59E-06
Er,404.3008,2,0.06924,8,8,3.736,0.67,1.08E-05,4.56E-06
Er,393.2271,2,0.1036,12,10,4.044,0.892,1.06E-05,5.50E-06
Er,409.8098,1,3.03,9,11,3.888,0.863,1.05E-05,4.14E-06
Er,409.4643,2,0.005679,12,14,3.027,0,1.05E-05,2.38E-06
Er,504.2047,2,0.1034,16,18,4.16,1.701,1.04E-05,5.80E-06
Er,490.008,2,0.08132,18,20,4.119,1.589,1.03E-05,5.57E-06
Er,292.9272,2,5.084,16,14,5.886,1.654,1.03E-05,9.35E-06
Er,576.2801,1,0.01115,11,13,2.151,0,1.02E-05,6.73E-07
Er,365.0408,2,0.1571,8,8,4.066,0.67,1.01E-05,5.32E-06
Er,330.3953,2,1.614,20,18,5.453,1.701,1.01E-05,8.67E-06
Er,377.1103,2,0.1367,12,12,4.174,0.887,9.99E-06,5.60E-06
Er,322.3305,2,0.2952,12,10,4.482,0.636,9.98E-06,6.51E-06
Er,401.2535,1,2.81,11,11,3.952,0.863,9.96E-06,4.12E-06
Er,330.3876,2,1.917,14,14,5.371,1.619,9.96E-06,8.46E-06
Er,303.1309,2,0.6405,16,16,4.935,0.846,9.95E-06,7.65E-06
Er,355.8016,1,6.638,17,15,4.438,0.954,9.94E-06,5.63E-06
Er,390.4558,2,0.1218,10,12,4.061,0.887,9.93E-06,5.21E-06
Er,326.9411,2,2.42,12,14,5.411,1.619,9.90E-06,8.47E-06
Er,398.2328,1,2.939,11,11,3.975,0.863,9.76E-06,4.11E-06
Er,482.0354,2,0.05856,16,16,3.974,1.402,9.62E-06,4.78E-06
Er,493.4116,2,1.833,18,16,5.485,2.973,9.60E-06,8.32E-06
Er,337.0553,2,0.2446,10,8,4.348,0.67,9.59E-06,5.88E-06
Er,445.9236,2,0.002439,14,12,2.834,0.055,9.55E-06,1.77E-06
Er,361.8916,2,0.1279,10,8,4.095,0.67,9.54E-06,5.10E-06
Er,311.3537,2,3.128,20,20,5.798,1.816,9.45E-06,8.54E-06
Er,343.3128,2,0.02429,14,14,3.611,0,9.44E-06,3.61E-06
Er,342.5087,2,0.02873,14,12,3.674,0.055,9.36E-06,3.76E-06
Er,320.0586,2,1.992,16,18,5.488,1.615,9.21E-06,7.98E-06
Er,600.6783,2,0.0001993,14,14,2.064,0,9.18E-06,7.14E-07
Er,285.9845,2,5.494,18,18,6.035,1.701,9.16E-06,8.48E-06
Er,391.8346,2,0.06119,10,8,3.834,0.67,9.16E-06,4.14E-06
Er,289.6959,2,6.604,12,14,5.933,1.654,9.06E-06,8.30E-06
Er,275.0194,2,7.245,16,18,6.123,1.615,9.00E-06,8.39E-06
Er,280.4355,2,5.382,18,18,6.035,1.615,8.98E-06,8.31E-06
Er,495.1743,2,0.07048,18,18,4.119,1.615,8.90E-06,4.83E-06
Er,364.127,2,0.8246,16,18,5.105,1.701,8.75E-06,7.03E-06
Er,334.1839,2,0.4139,10,10,4.601,0.892,8.74E-06,6.00E-06
Er,303.6221,2,1.667,18,16,5.485,1.402,8.73E-06,7.57E-06
Er,333.7791,2,0.3482,12,10,4.606,0.892,8.73E-06,6.00E-06
Er,428.6556,1,0.8539,9,9,3.516,0.624,8.65E-06,2.49E-06
Er,318.5247,2,0.05629,12,14,3.892,0,8.64E-06,4.06E-06
Er,302.5954,2,3.557,16,18,5.798,1.701,8.60E-06,7.77E-06
Er,381.0329,1,0.2661,13,13,3.253,0,8.58E-06,1.92E-06
Er,336.8136,1,9.176,17,15,4.635,0.954,8.38E-06,5.24E-06
Er,372.4908,2,0.1263,12,12,4.214,0.887,8.32E-06,4.76E-06
Er,346.9722,2,0.6686,14,16,4.975,1.402,8.32E-06,6.46E-06
Er,313.2517,2,1.358,16,16,5.359,1.402,8.27E-06,7.01E-06
Er,302.8275,2,0.07841,14,14,4.093,0,8.23E-06,4.40E-06
Er,398.7655,1,1.525,9,9,3.733,0.624,8.22E-06,2.85E-06
Er,267.2252,2,1.563,18,16,5.485,0.846,8.19E-06,7.09E-06
Er,518.8899,2,0.08102,16,16,4.16,1.771,8.18E-06,4.55E-06
Er,397.7017,1,1.994,7,9,3.741,0.624,8.16E-06,2.85E-06
Er,450.0751,2,0.1991,18,20,4.571,1.816,8.15E-06,5.52E-06
Er,321.444,2,1.813,18,18,5.557,1.701,8.15E-06,7.14E-06
Er,284.8366,2,6.54,16,16,6.123,1.771,8.12E-06,7.57E-06
Er,617.0064,2,0.0001755,14,12,2.064,0.055,8.08E-06,6.29E-07
Er,377.5664,2,1.096,20,20,5.383,2.1,7.93E-06,6.75E-06
Er,368.4278,2,0.08302,10,10,4.001,0.636,7.93E-06,4.01E-06
Er,430.3794,2,0.01816,12,10,3.517,0.636,7.91E-06,2.80E-06
Er,354.3017,2,0.6743,18,18,5.114,1.615,7.90E-06,6.36E-06
Er,342.8388,2,2.976,1,10,4.508,0.892,7.87E-06,5.20E-06
Er,334.0026,2,0.2002,10,10,4.348,0.636,7.85E-06,4.82E-06
Er,294.528,2,2.58,20,20,5.798,1.589,7.79E-06,7.04E-06
Er,525.5933,2,0.04704,16,18,3.974,1.615,7.73E-06,3.84E-06
Er,339.8269,2,0.02973,12,12,3.702,0.055,7.66E-06,3.15E-06
Er,404.6954,1,7.067,11,9,4.396,1.333,7.63E-06,4.22E-06
Er,363.2086,2,0.1716,10,12,4.299,0.887,7.59E-06,4.55E-06
Er,425.1936,2,0.4652,20,20,5.015,2.1,7.55E-06,5.93E-06
Er,373.4453,2,0.08716,8,10,3.956,0.636,7.51E-06,3.69E-06
Er,363.0057,2,2.876,18,16,5.817,2.402,7.51E-06,6.80E-06
Er,349.6856,2,0.1041,12,10,4.181,0.636,7.46E-06,4.20E-06
Er,323.7977,2,0.2531,10,10,4.465,0.636,7.44E-06,4.82E-06
Er,423.4781,2,0.02578,10,8,3.597,0.67,7.44E-06,2.81E-06
Er,347.9414,2,0.3075,8,10,4.455,0.892,7.41E-06,4.78E-06
Er,291.5624,2,1.92,16,14,5.574,1.323,7.40E-06,6.50E-06
Er,323.2029,2,1.422,14,12,5.371,1.536,7.39E-06,6.28E-06
Er,390.5405,1,0.1554,15,13,3.174,0,7.37E-06,1.52E-06
Er,396.9437,2,0.03985,10,10,3.759,0.636,7.31E-06,3.13E-06
Er,456.3259,2,0.05768,18,16,4.119,1.402,7.29E-06,3.95E-06
Er,410.0558,2,0.03298,10,8,3.693,0.67,7.27E-06,2.96E-06
Er,294.6617,2,6.239,16,18,6.157,1.951,7.22E-06,6.75E-06
Er,487.209,2,0.07134,16,18,4.16,1.615,7.21E-06,4.00E-06
Tm,384.802,2,0.466,7,9,3.221,0,5.83E-04,1.98E-04
Tm,379.575,2,0.3,9,7,3.295,0.029,3.90E-04,1.41E-04
Tm,346.22,2,0.54,11,9,3.58,0,3.87E-04,1.74E-04
Tm,376.133,2,0.351,7,9,3.295,0,3.55E-04,1.28E-04
Tm,313.126,2,1.06,11,9,3.958,0,2.80E-04,1.60E-04
Tm,376.191,2,0.194,9,9,3.295,0,2.53E-04,9.11E-05
Tm,342.508,2,0.652,7,7,3.648,0.029,2.47E-04,1.17E-04
Tm,370.026,2,0.223,9,7,3.379,0.029,2.29E-04,8.82E-05
Tm,336.261,2,0.934,5,7,3.715,0.029,2.11E-04,1.04E-04
Tm,370.136,2,0.157,9,9,3.349,0,1.75E-04,6.61E-05
Tm,424.215,2,0.0465,9,7,2.951,0.029,1.65E-04,4.39E-05
Tm,344.15,2,0.56,5,7,3.631,0.029,1.59E-04,7.40E-05
Tm,373.4123,2,0.131,9,7,3.349,0.029,1.46E-04,5.51E-05
Tm,345.366,2,0.266,9,7,3.618,0.029,1.41E-04,6.49E-05
Tm,399.6511,2,0.04899,11,9,3.102,0,1.36E-04,4.16E-05
Tm,388.344,2,0.09825,7,7,3.221,0.029,1.23E-04,4.16E-05
Tm,360.8764,2,0.1734,7,9,3.435,0,1.18E-04,4.77E-05
Tm,395.8097,2,0.06805,7,9,3.132,0,1.10E-04,3.46E-05
Tm,329.0999,2,0.2864,9,9,3.767,0,1.02E-04,5.19E-05
Tm,324.1526,2,0.3215,9,9,3.824,0,9.84E-05,5.19E-05
Tm,317.2825,2,0.5223,7,7,3.936,0.029,9.30E-05,5.23E-05
Tm,313.3888,2,0.4192,9,9,3.955,0,9.13E-05,5.20E-05
Tm,353.5518,2,0.1027,11,9,3.506,0,9.03E-05,3.84E-05
Tm,330.2453,2,0.2594,9,7,3.783,0.029,8.84E-05,4.55E-05
Tm,325.8042,2,0.328,7,9,3.805,0,8.21E-05,4.28E-05
Tm,339.7498,2,0.2145,7,9,3.648,0,8.14E-05,3.83E-05
Tm,315.1037,2,0.2708,11,9,3.934,0,7.62E-05,4.28E-05
Tm,410.584,1,0.636,10,8,3.019,0,7.19E-05,1.74E-05
Tm,356.6469,2,0.1243,7,7,3.505,0.029,6.97E-05,2.97E-05
Tm,418.762,1,0.64,8,8,2.96,0,6.92E-05,1.58E-05
Tm,326.6624,2,0.2251,9,7,3.824,0.029,6.89E-05,3.63E-05
Tm,324.023,2,0.4313,5,7,3.855,0.029,6.76E-05,3.63E-05
Tm,366.8085,2,0.06321,9,9,3.379,0,6.47E-05,2.50E-05
Tm,409.419,1,0.979,6,8,3.027,0,6.47E-05,1.58E-05
Tm,371.791,1,1.44,10,8,3.334,0,6.39E-05,2.07E-05
Tm,315.7341,2,0.2754,9,7,3.955,0.029,6.00E-05,3.41E-05
Tm,383.8197,2,1.252,5,7,4.34,1.111,5.85E-05,4.00E-05
Tm,448.1275,2,0.009394,9,9,2.766,0,5.85E-05,1.30E-05
Tm,301.5294,2,0.4008,9,7,4.14,0.029,5.49E-05,3.43E-05
Tm,372.5059,2,0.05936,7,9,3.328,0,5.47E-05,2.03E-05
Tm,328.3398,2,0.209,7,7,3.805,0.029,5.23E-05,2.73E-05
Tm,327.6803,2,0.1415,9,9,3.783,0,4.82E-05,2.48E-05
Tm,342.5624,2,0.08793,9,9,3.619,0,4.65E-05,2.15E-05
Tm,330.9801,2,1.791,9,7,4.856,1.111,4.60E-05,3.70E-05
Tm,419.9918,2,0.01292,9,9,2.951,0,4.59E-05,1.22E-05
Tm,328.5606,2,3.234,5,5,4.86,1.087,4.57E-05,3.68E-05
Tm,326.7397,2,2.537,7,7,4.904,1.111,4.55E-05,3.70E-05
Tm,353.6573,2,0.08065,7,9,3.505,0,4.52E-05,1.92E-05
Tm,323.6803,2,2.12,9,7,4.94,1.111,4.52E-05,3.71E-05
Tm,388.313,1,1.06,6,8,3.192,0,4.28E-05,1.22E-05
Tm,250.908,2,1.781,9,9,4.94,0,3.80E-05,3.11E-05
Tm,374.406,1,0.99,8,8,3.311,0,3.76E-05,1.19E-05
Tm,381.7391,2,0.01995,11,9,3.247,0,3.64E-05,1.26E-05
Tm,420.373,1,0.243,10,8,2.949,0,3.40E-05,7.68E-06
Tm,342.9969,2,2.774,3,5,4.701,1.087,3.36E-05,2.59E-05
Tm,399.5582,2,0.02017,7,7,3.132,0.029,3.27E-05,1.03E-05
Tm,390.0783,2,0.4013,7,5,4.265,1.087,3.15E-05,2.08E-05
Tm,389.0522,2,0.01728,9,9,3.186,0,3.07E-05,1.01E-05
Tm,331.0585,2,0.06233,11,9,3.744,0,2.88E-05,1.44E-05
Tm,309.8597,2,0.2842,5,7,4.03,0.029,2.85E-05,1.69E-05
Tm,392.9577,2,0.3389,7,7,4.265,1.111,2.66E-05,1.76E-05
Tm,365.3609,2,0.5412,7,5,4.48,1.087,2.54E-05,1.83E-05
Tm,286.9225,2,4.912,15,13,5.865,1.545,2.51E-05,2.34E-05
Tm,260.7055,2,1.039,7,7,4.784,0.029,2.44E-05,1.92E-05
Tm,379.5167,2,0.02401,7,7,3.296,0.029,2.43E-05,8.75E-06
Tm,369.4735,2,0.04323,5,7,3.384,0.029,2.43E-05,9.40E-06
Tm,292.6746,2,0.1789,11,9,4.235,0,2.37E-05,1.55E-05
Tm,299.0539,2,0.1804,9,7,4.174,0.029,2.27E-05,1.44E-05
Tm,248.013,2,1.636,7,7,5.027,0.029,2.24E-05,1.87E-05
Tm,279.4594,2,0.2697,11,9,4.436,0,2.21E-05,1.57E-05
Tm,262.4335,2,0.6391,9,9,4.723,0,2.21E-05,1.72E-05
Tm,289.0935,2,0.1847,11,9,4.288,0,2.16E-05,1.44E-05
Tm,366.5809,2,0.441,7,5,4.469,1.087,2.13E-05,1.53E-05
Tm,530.712,1,0.022,10,8,2.336,0,2.10E-05,2.47E-06
Tm,567.584,1,0.013,10,8,2.184,0,2.03E-05,2.00E-06
Tm,388.735,1,0.372,8,8,3.189,0,2.02E-05,5.75E-06
Tm,323.544,2,0.07125,9,7,3.861,0.029,1.98E-05,1.07E-05
Tm,452.9384,2,0.003166,9,7,2.766,0.029,1.97E-05,4.36E-06
Tm,420.6004,2,0.004434,11,9,2.947,0,1.95E-05,5.16E-06
Tm,367.8858,2,0.4087,7,7,4.48,1.111,1.92E-05,1.38E-05
Tm,337.4504,2,0.8135,7,7,4.784,1.111,1.91E-05,1.51E-05
Tm,331.6872,2,0.05014,9,7,3.767,0.029,1.78E-05,9.08E-06
Tm,367.7977,2,0.4662,15,13,4.915,1.545,1.75E-05,1.43E-05
Tm,355.779,2,0.4533,7,5,4.571,1.087,1.72E-05,1.28E-05
Tm,381.0722,2,0.3638,5,5,4.34,1.087,1.70E-05,1.16E-05
Tm,343.1189,2,0.4806,9,7,4.723,1.111,1.66E-05,1.29E-05
Tm,339.9949,2,0.5137,9,7,4.757,1.111,1.65E-05,1.29E-05
Tm,256.1651,2,0.6006,9,9,4.839,0,1.60E-05,1.28E-05
Tm,461.5941,2,0.3322,13,9,4.74,2.054,1.60E-05,1.25E-05
Tm,324.7465,2,0.8824,7,5,4.904,1.087,1.58E-05,1.29E-05
Tm,301.4644,2,0.148,7,7,4.141,0.029,1.57E-05,9.84E-06
Tm,370.484,2,0.2712,7,5,4.433,1.087,1.42E-05,1.01E-05
Tm,435.993,1,0.12,6,8,2.843,0,1.39E-05,2.83E-06
Tm,326.409,2,0.03467,11,9,3.798,0,1.39E-05,7.21E-06
Tm,348.1748,2,0.5975,5,5,4.648,1.087,1.36E-05,1.04E-05
Tm,375.6856,2,0.2323,7,5,4.387,1.087,1.36E-05,9.46E-06
Tm,321.0817,2,0.04813,9,9,3.861,0,1.34E-05,7.21E-06
Tm,302.6068,2,0.06542,11,9,4.096,0,1.22E-05,7.47E-06
Tm,321.2007,2,0.7332,7,5,4.947,1.087,1.20E-05,9.85E-06
Tm,378.3557,2,0.1963,7,7,4.387,1.111,1.15E-05,7.99E-06
Tm,279.7267,2,3.247,13,13,5.976,1.545,1.15E-05,1.08E-05
Tm,462.6564,2,0.0018,7,9,2.679,0,1.14E-05,2.31E-06
Tm,278.5072,2,0.2405,7,7,4.48,0.029,1.13E-05,8.13E-06
Tm,379.8752,2,0.247,5,7,4.374,1.111,1.07E-05,7.37E-06
Tm,563.1404,1,0.01176,6,8,2.201,0,1.04E-05,1.05E-06
Tm,304.2344,2,0.1249,5,7,4.104,0.029,1.04E-05,6.39E-06
Tm,284.4667,2,0.1761,7,7,4.387,0.029,1.03E-05,7.17E-06
Tm,364.7727,2,0.3939,11,13,4.943,1.545,1.02E-05,8.37E-06
Tm,356.5907,2,1.824,17,15,5.909,2.433,9.65E-06,9.02E-06
Tm,293.5991,2,4.903,13,11,6.276,2.054,9.50E-06,9.08E-06
Tm,375.1812,1,0.1934,10,8,3.304,0,9.37E-06,2.95E-06
Tm,503.4218,2,0.2748,13,15,4.895,2.433,9.35E-06,7.59E-06
Tm,500.9767,2,0.2478,15,17,4.915,2.441,9.32E-06,7.59E-06
Tm,367.8946,2,2.633,13,11,5.976,2.607,9.30E-06,8.74E-06
Tm,282.7922,2,2.764,11,13,5.928,1.545,9.10E-06,8.52E-06
Tm,353.621,2,1.544,9,11,5.56,2.054,8.83E-06,7.99E-06
Tm,277.9552,2,0.1373,9,9,4.46,0,8.71E-06,6.22E-06
Tm,323.1505,2,0.5296,7,7,4.947,1.111,8.67E-06,7.11E-06
Tm,319.5329,2,0.7671,5,5,4.967,1.087,8.58E-06,7.07E-06
Tm,272.119,2,3.093,13,13,6.1,1.545,8.52E-06,8.07E-06
Tm,314.6161,2,0.6197,7,5,5.027,1.087,8.50E-06,7.10E-06
Tm,298.148,2,1.62,11,13,5.702,1.545,8.44E-06,7.76E-06
Tm,349.2572,2,0.2115,9,7,4.66,1.111,8.44E-06,6.44E-06
Tm,330.6011,2,0.5692,5,7,4.86,1.111,8.05E-06,6.48E-06
Tm,330.6902,2,0.5383,5,5,4.836,1.087,8.03E-06,6.43E-06
Tm,266.0094,2,0.1918,9,9,4.66,0,7.66E-06,5.84E-06
Tm,252.2166,2,0.3251,9,9,4.915,0,7.34E-06,5.98E-06
Tm,369.9867,2,0.2146,13,13,4.895,1.545,7.31E-06,5.93E-06
Tm,249.1597,2,0.5056,7,7,5.004,0.029,7.29E-06,6.06E-06
