Symbol,Wavelength,Ionization Level,A (10^8 s^-1),gUpper,gLower,eUpper,eLower,Intensity (long),Intensity (short)
 Na,682.72719,1,0.000153,4,2,5.007,3.191,1.68E-10,1.43E-10
 Na,949.7622,1,0.000166,4,4,5.058,3.753,1.64E-10,1.41E-10
 Na,415.74,1,0.000171,4,4,5.086,2.104,1.59E-10,1.37E-10
 Na,413.774,1,0.00034,2,4,5.1,2.104,1.53E-10,1.33E-10
 Na,246.437851,1,0.000144,4,2,5.03,0,1.51E-10,1.29E-10
 Na,952.4015,1,0.000285,2,2,5.054,3.753,1.42E-10,1.22E-10
 Na,694.40672,1,0.000223,2,2,4.976,3.191,1.31E-10,1.11E-10
 Na,414.893,1,0.000142,4,4,5.092,2.104,1.30E-10,1.13E-10
 Na,674.30854,1,0.000111,4,2,5.03,3.191,1.16E-10,9.95E-11
 Na,245.593045,1,0.000112,4,2,5.047,0,1.13E-10,9.70E-11
 Na,249.072707,1,0.000189,2,2,4.976,0,1.11E-10,9.40E-11
 Na,247.554619,1,0.000194,2,2,5.007,0,1.07E-10,9.09E-11
 Na,414.184,1,0.000112,4,4,5.097,2.104,1.02E-10,8.79E-11
 Na,413.584,1,0.000101,4,4,5.101,2.104,9.08E-11,7.86E-11
 Na,668.02155,1,8.50E-05,4,2,5.047,3.191,8.58E-11,7.36E-11
 Na,244.937663,1,8.60E-05,4,2,5.06,0,8.44E-11,7.25E-11
 Na,682.73521,1,0.000153,2,2,5.007,3.191,8.42E-11,7.17E-11
 Na,413.082,1,8.62E-05,4,4,5.105,2.104,7.69E-11,6.66E-11
 Na,246.43864,1,0.000144,2,2,5.03,0,7.54E-11,6.45E-11
 Na,244.418818,1,6.80E-05,4,2,5.071,0,6.52E-11,5.62E-11
 Na,663.19524,1,6.30E-05,4,2,5.06,3.191,6.18E-11,5.31E-11
 Na,674.31445,1,0.000111,2,2,5.03,3.191,5.82E-11,4.97E-11
 Na,245.593648,1,0.000112,2,2,5.047,0,5.65E-11,4.85E-11
 Na,244.000936,1,5.60E-05,4,2,5.08,0,5.27E-11,4.55E-11
 Na,243.659344,1,4.64E-05,4,2,5.087,0,4.30E-11,3.72E-11
 Na,668.02601,1,8.50E-05,2,2,5.047,3.191,4.29E-11,3.68E-11
 Na,244.938137,1,8.60E-05,2,2,5.06,0,4.22E-11,3.63E-11
 Na,243.376496,1,3.87E-05,4,2,5.093,0,3.54E-11,3.06E-11
 Na,244.419195,1,6.80E-05,2,2,5.071,0,3.26E-11,2.81E-11
 Na,663.19872,1,6.30E-05,2,2,5.06,3.191,3.09E-11,2.66E-11
 Na,244.001245,1,5.60E-05,2,2,5.08,0,2.64E-11,2.27E-11
 Na,243.659599,1,4.64E-05,2,2,5.087,0,2.15E-11,1.86E-11
 Na,243.376703,1,3.87E-05,2,2,5.093,0,1.77E-11,1.53E-11
 Na,987.2858,1,2.81E-06,4,6,4.872,3.617,4.13E-12,3.43E-12
 Na,987.3384,1,3.54E-06,2,4,4.872,3.617,2.60E-12,2.16E-12
 Na,941.1865,1,1.94E-06,4,6,4.934,3.617,2.50E-12,2.10E-12
 Na,750.7464,1,8.93E-08,4,2,3.753,2.102,1.86E-12,1.01E-12
 Na,752.0333,1,1.78E-07,2,4,3.753,2.104,1.85E-12,1.00E-12
 Na,751.7172,1,8.88E-08,4,4,3.753,2.104,1.85E-12,1.00E-12
 Na,941.2202,1,2.48E-06,2,4,4.934,3.617,1.60E-12,1.34E-12
 Na,987.2907,1,3.12E-07,4,4,4.872,3.617,4.59E-13,3.81E-13
 Na,941.1909,1,2.15E-07,4,4,4.934,3.617,2.77E-13,2.33E-13
 Na,388.39033,1,6.95E-12,2,2,3.191,0,3.33E-16,1.22E-16
 Na,751.7172,1,4.28E-13,4,4,3.753,2.104,8.89E-18,4.82E-18
 Na,750.7464,1,6.24E-14,4,2,3.753,2.102,1.30E-18,7.03E-19
 Na,752.0333,1,8.84E-14,2,4,3.753,2.104,9.20E-19,4.99E-19
 Na,751.0617,1,1.15E-14,2,2,3.753,2.102,1.20E-19,6.49E-20
 Na,309.2732,2,2.09,7,5,36.854,32.846,2.15E-29,2.15E-29
 Na,353.3052,2,0.881,3,5,36.355,32.846,9.53E-30,9.53E-30
 Na,312.9377,2,1.28,5,3,36.902,32.941,8.61E-30,8.61E-30
 Na,328.5602,2,1.1,5,3,37.095,33.322,5.23E-30,5.23E-30
 Na,305.6161,2,0.746,5,5,36.902,32.846,5.02E-30,5.02E-30
 Na,307.8318,2,1.17,3,3,36.968,32.941,4.20E-30,4.20E-30
 Na,363.1272,2,0.372,3,3,36.355,32.941,4.02E-30,4.02E-30
 Na,291.752,2,0.792,5,5,37.095,32.846,3.77E-30,3.77E-30
 Na,284.1724,2,0.892,5,5,37.208,32.846,3.46E-30,3.46E-30
 Na,290.4915,2,0.73,5,3,37.208,32.941,2.83E-30,2.83E-30
 Na,318.979,2,0.73,5,3,37.208,33.322,2.83E-30,2.83E-30
 Na,321.219,2,1.12,3,3,37.181,33.322,2.74E-30,2.74E-30
 Na,313.5483,2,0.742,3,1,36.968,33.015,2.66E-30,2.66E-30
 Na,288.1146,2,2.5,1,3,37.243,32.941,1.82E-30,1.82E-30
 Na,314.9283,2,0.824,3,3,37.258,33.322,1.75E-30,1.75E-30
 Na,297.4988,2,0.647,3,1,37.181,33.015,1.58E-30,1.58E-30
 Na,292.0945,2,0.666,3,1,37.258,33.015,1.42E-30,1.42E-30
 Na,280.952,2,0.595,3,5,37.258,32.846,1.27E-30,1.27E-30
 Na,371.107,2,0.102,3,1,36.355,33.015,1.10E-30,1.10E-30
 Na,298.4186,2,0.174,5,3,37.095,32.941,8.28E-31,8.28E-31
 Na,300.7442,2,0.168,3,5,36.968,32.846,6.03E-31,6.03E-31
 Na,287.1275,2,0.275,3,3,37.258,32.941,5.85E-31,5.85E-31
 Na,285.9488,2,0.219,3,5,37.181,32.846,5.35E-31,5.35E-31
 Na,388.18,1,1.63,10,8,36.246,33.053,4.58E-31,4.58E-31
 Na,249.3149,2,4.15,1,3,38.294,33.322,4.57E-31,4.57E-31
 Na,292.3485,2,0.141,3,3,37.181,32.941,3.45E-31,3.45E-31
 Na,507.12,1,0.41,6,8,35.497,33.053,2.66E-31,2.66E-31
 Na,346.2491,2,0.0361,5,3,36.902,33.322,2.43E-31,2.43E-31
 Na,391.79,1,0.66,8,6,36.259,33.096,1.45E-31,1.45E-31
 Na,386.55,1,0.58,8,8,36.259,33.053,1.27E-31,1.27E-31
 Na,390.04,1,0.77,6,4,36.317,33.139,1.14E-31,1.14E-31
K,766.4899126,1,0.38,4,2,1.617,0,2.36E-03,1.45E-04
K,769.8964562,1,0.375,2,2,1.61,0,1.19E-03,7.25E-05
K,404.4136,1,0.0116,4,2,3.065,0,7.46E-07,2.22E-07
K,693.8767,1,0.039,2,4,3.403,1.617,4.74E-07,1.87E-07
K,959.57,1,0.035,8,6,3.962,2.67,3.81E-07,2.18E-07
K,404.7208,1,0.0107,2,2,3.063,0,3.46E-07,1.03E-07
K,691.1084,1,0.0272,2,2,3.403,1.61,3.30E-07,1.31E-07
K,959.783,1,0.033,6,4,3.962,2.67,2.70E-07,1.54E-07
K,890.219,1,0.021,8,6,4.062,2.67,1.77E-07,1.07E-07
K,890.402,1,0.02,6,4,4.062,2.67,1.27E-07,7.63E-08
K,580.1752,1,0.0246,2,4,3.754,1.617,1.15E-07,5.82E-08
K,850.345,1,0.014,8,6,4.128,2.67,1.00E-07,6.25E-08
K,850.511,1,0.013,6,4,4.128,2.67,6.99E-08,4.35E-08
K,825.018,1,0.0096,8,6,4.172,2.67,6.17E-08,3.92E-08
K,578.2384,1,0.0123,2,2,3.754,1.61,5.75E-08,2.91E-08
K,583.1887,1,0.0032,6,4,3.742,1.617,4.62E-08,2.32E-08
K,825.174,1,0.0089,6,4,4.172,2.67,4.29E-08,2.73E-08
K,535.9574,1,0.0046,6,4,3.93,1.617,4.08E-08,2.29E-08
K,807.8103,1,0.006549,8,6,4.205,2.67,3.89E-08,2.51E-08
K,533.9688,1,0.0126,2,4,3.938,1.617,3.64E-08,2.06E-08
K,795.5363,1,0.004892,8,6,4.228,2.67,2.74E-08,1.79E-08
K,581.2148,1,0.0028,4,2,3.743,1.61,2.70E-08,1.35E-08
K,807.961,1,0.006039,6,4,4.205,2.67,2.69E-08,1.73E-08
K,344.6376,1,0.00166,4,2,3.596,0,2.37E-08,1.08E-08
K,534.297,1,0.004,4,2,3.93,1.61,2.36E-08,1.33E-08
K,511.2249,1,0.0035,6,4,4.042,1.617,2.33E-08,1.39E-08
K,959.57,1,0.0024,6,6,3.962,2.67,1.96E-08,1.12E-08
K,795.6824,1,0.004511,6,4,4.228,2.67,1.90E-08,1.24E-08
K,532.3276,1,0.0063,2,2,3.938,1.61,1.82E-08,1.03E-08
K,509.92,1,0.007,2,4,4.048,1.617,1.53E-08,9.17E-09
K,496.5031,1,0.0026,6,4,4.114,1.617,1.45E-08,8.96E-09
K,509.7171,1,0.0029,4,2,4.042,1.61,1.29E-08,7.69E-09
K,696.4672,1,0.00031,6,4,3.397,1.617,1.15E-08,4.52E-09
K,486.9757,1,0.0021,6,4,4.162,1.617,1.04E-08,6.56E-09
K,344.7376,1,0.00145,2,2,3.595,0,1.04E-08,4.72E-09
K,994.967,1,0.0014,4,2,3.853,2.607,1.01E-08,5.43E-09
K,760.4112,1,0.003979,4,6,4.3,2.67,9.36E-09,6.29E-09
K,890.219,1,0.0014,6,6,4.062,2.67,8.86E-09,5.34E-09
K,495.0815,1,0.0022,4,2,4.114,1.61,8.17E-09,5.05E-09
K,495.61461,1,0.00425,2,4,4.118,1.617,7.80E-09,4.84E-09
K,508.4226,1,0.0035,2,2,4.048,1.61,7.66E-09,4.58E-09
K,762.6771,1,0.003215,4,6,4.295,2.67,7.65E-09,5.13E-09
K,480.4348,1,0.0016,6,4,4.197,1.617,7.25E-09,4.66E-09
K,693.6284,1,0.00026,4,2,3.397,1.61,6.43E-09,2.53E-09
K,765.3929,1,0.002595,4,6,4.29,2.67,6.26E-09,4.19E-09
K,485.609,1,0.0018,4,2,4.162,1.61,5.92E-09,3.75E-09
K,768.6785,1,0.00224,4,6,4.283,2.67,5.50E-09,3.67E-09
K,760.5447,1,0.004473,2,4,4.3,2.67,5.26E-09,3.54E-09
K,583.17185,1,0.00054,4,4,3.743,1.617,5.20E-09,2.61E-09
K,475.7389,1,0.0012,6,4,4.223,1.617,5.11E-09,3.32E-09
K,995.414,1,0.0014,2,2,3.852,2.607,5.05E-09,2.72E-09
K,850.345,1,0.00092,6,6,4.128,2.67,4.95E-09,3.08E-09
K,934.724,1,0.00096,4,6,3.996,2.67,4.79E-09,2.79E-09
K,486.3483,1,0.0029,2,4,4.166,1.617,4.73E-09,3.00E-09
K,772.7192,1,0.001844,4,6,4.274,2.67,4.62E-09,3.07E-09
K,535.94998,1,0.00076,4,4,3.93,1.617,4.49E-09,2.52E-09
K,732.1152,1,0.001789,4,2,4.3,2.607,4.21E-09,2.83E-09
K,762.8114,1,0.003532,2,4,4.295,2.67,4.20E-09,2.82E-09
K,777.7672,1,0.001622,4,6,4.264,2.67,4.17E-09,2.76E-09
K,479.1049,1,0.0013,4,2,4.197,1.61,3.93E-09,2.53E-09
K,494.2002,1,0.00213,2,2,4.118,1.61,3.91E-09,2.42E-09
K,784.1921,1,0.001455,4,6,4.251,2.67,3.86E-09,2.54E-09
K,321.7151,1,0.000497,4,2,3.853,0,3.58E-09,1.93E-09
K,765.5281,1,0.002917,2,4,4.29,2.67,3.52E-09,2.36E-09
K,734.2154,1,0.001413,4,2,4.295,2.607,3.36E-09,2.26E-09
K,479.9754,1,0.00207,2,4,4.2,1.617,3.11E-09,2.00E-09
K,825.018,1,0.00064,6,6,4.172,2.67,3.08E-09,1.96E-09
K,768.8273,1,0.002461,2,4,4.283,2.67,3.02E-09,2.02E-09
K,892.331,1,0.00059,4,2,3.996,2.607,2.94E-09,1.71E-09
K,474.4345,1,0.00098,4,2,4.223,1.61,2.78E-09,1.81E-09
K,935.159,1,0.0011,2,4,3.996,2.67,2.75E-09,1.60E-09
K,736.732,1,0.001115,4,2,4.29,2.607,2.69E-09,1.80E-09
K,772.872,1,0.002073,2,4,4.274,2.67,2.60E-09,1.73E-09
K,511.22138,1,0.00057,4,4,4.042,1.617,2.53E-09,1.51E-09
K,876.396,1,0.0006,4,6,4.084,2.67,2.40E-09,1.46E-09
K,777.925,1,0.001782,2,4,4.264,2.67,2.29E-09,1.52E-09
K,484.9865,1,0.0014,2,2,4.166,1.61,2.29E-09,1.45E-09
K,475.3934,1,0.0016,2,4,4.224,1.617,2.26E-09,1.47E-09
K,784.3574,1,0.001636,2,4,4.251,2.67,2.17E-09,1.43E-09
K,739.7756,1,0.0008783,4,2,4.283,2.607,2.16E-09,1.44E-09
K,732.1152,1,0.001793,2,2,4.3,2.607,2.11E-09,1.42E-09
K,807.8103,1,0.0004376,6,6,4.205,2.67,1.95E-09,1.26E-09
K,743.5175,1,0.00074,4,2,4.274,2.607,1.85E-09,1.23E-09
K,496.500784,1,0.00046,4,4,4.114,1.617,1.71E-09,1.06E-09
K,734.2154,1,0.001416,2,2,4.295,2.607,1.69E-09,1.13E-09
K,748.19,1,0.0006513,4,2,4.264,2.607,1.67E-09,1.11E-09
K,478.6491,1,0.00103,2,2,4.2,1.61,1.55E-09,9.96E-10
K,892.544,1,0.00059,2,2,3.996,2.607,1.47E-09,8.58E-10
K,321.7615,1,0.000398,2,2,3.852,0,1.44E-09,7.72E-10
K,841.754,1,0.0004,4,6,4.142,2.67,1.38E-09,8.67E-10
K,795.5363,1,0.0003269,6,6,4.228,2.67,1.37E-09,8.95E-10
K,736.732,1,0.001117,2,2,4.29,2.607,1.35E-09,9.02E-10
K,876.705,1,0.00067,2,4,4.084,2.67,1.34E-09,8.16E-10
K,839.022,1,0.00032,4,2,4.084,2.607,1.28E-09,7.79E-10
K,696.418,1,5.10E-05,4,4,3.397,1.617,1.26E-09,4.96E-10
K,486.974338,1,0.00035,4,4,4.162,1.617,1.15E-09,7.29E-10
K,474.0914,1,0.0008,2,2,4.224,1.61,1.13E-09,7.36E-10
K,739.7871,1,0.0008803,2,2,4.283,2.607,1.08E-09,7.21E-10
K,760.5447,1,0.0004462,4,4,4.3,2.67,1.05E-09,7.05E-10
K,743.5313,1,0.0007418,2,2,4.274,2.607,9.29E-10,6.18E-10
K,819.269,1,0.00028,4,6,4.183,2.67,8.76E-10,5.60E-10
K,762.8114,1,0.0003524,4,4,4.295,2.67,8.39E-10,5.63E-10
K,748.2068,1,0.0006528,2,2,4.264,2.607,8.38E-10,5.55E-10
K,310.1791,1,0.000162,4,2,3.996,0,8.08E-10,4.71E-10
K,480.432883,1,0.00026,4,4,4.197,1.617,7.86E-10,5.05E-10
K,842,1,0.00044,2,4,4.142,2.67,7.61E-10,4.77E-10
K,765.5281,1,0.000291,4,4,4.29,2.67,7.02E-10,4.70E-10
K,807.2163,1,0.00019,4,2,4.142,2.607,6.57E-10,4.12E-10
K,839.1426,1,0.00032,2,2,4.084,2.607,6.40E-10,3.90E-10
K,768.8149,1,0.0002456,4,4,4.283,2.67,6.03E-10,4.02E-10
K,803.758,1,0.0002,4,6,4.212,2.67,5.83E-10,3.77E-10
K,934.925,1,0.00011,4,4,3.996,2.67,5.49E-10,3.20E-10
K,475.736962,1,0.00019,4,4,4.223,1.617,5.40E-10,3.51E-10
K,772.8571,1,0.0002068,4,4,4.274,2.67,5.18E-10,3.44E-10
K,464.2373,1,1.54E-06,6,2,2.67,0,4.89E-10,9.90E-11
K,819.4798,1,0.00031,2,4,4.183,2.67,4.85E-10,3.10E-10
K,777.9069,1,0.0001778,4,4,4.264,2.67,4.57E-10,3.02E-10
K,784.3341,1,0.0001632,4,4,4.251,2.67,4.33E-10,2.85E-10
K,792.555,1,0.0001492,4,6,4.234,2.67,4.12E-10,2.69E-10
K,786.5176,1,0.00013,4,2,4.183,2.607,4.07E-10,2.60E-10
K,803.9465,1,0.00023,2,4,4.212,2.67,3.35E-10,2.17E-10
K,807.2924,1,0.00019,2,2,4.142,2.607,3.29E-10,2.06E-10
K,464.1876,1,1.54E-06,4,2,2.67,0,3.26E-10,6.60E-11
K,310.2051,1,0.000122,2,2,3.996,0,3.05E-10,1.77E-10
K,303.4751,1,6.74E-05,4,2,4.084,0,2.69E-10,1.64E-10
K,876.5724,1,6.70E-05,4,4,4.084,2.67,2.68E-10,1.63E-10
K,772.2111,1,8.90E-05,4,2,4.212,2.607,2.59E-10,1.68E-10
K,792.7302,1,0.0001639,2,4,4.234,2.67,2.26E-10,1.48E-10
K,786.5689,1,0.00013,2,2,4.183,2.607,2.03E-10,1.30E-10
K,761.873,1,6.50E-05,4,2,4.234,2.607,1.80E-10,1.17E-10
K,841.9157,1,4.40E-05,4,4,4.142,2.67,1.52E-10,9.54E-11
K,754.1412,1,4.90E-05,4,2,4.251,2.607,1.30E-10,8.56E-11
K,772.2474,1,8.90E-05,2,2,4.212,2.607,1.30E-10,8.39E-11
K,299.2108,1,3.15E-05,4,2,4.142,0,1.09E-10,6.83E-11
K,296.32104,1,3.30E-05,4,2,4.183,0,1.03E-10,6.60E-11
K,819.424,1,3.10E-05,4,4,4.183,2.67,9.70E-11,6.20E-11
K,303.4911,1,4.78E-05,2,2,4.084,0,9.55E-11,5.82E-11
K,761.8996,1,6.50E-05,2,2,4.234,2.607,8.98E-11,5.87E-11
K,294.26696,1,2.40E-05,4,2,4.212,0,6.99E-11,4.53E-11
K,803.9072,1,2.30E-05,4,4,4.212,2.67,6.70E-11,4.34E-11
K,754.1617,1,4.90E-05,2,2,4.251,2.607,6.50E-11,4.28E-11
K,296.32833,1,3.30E-05,2,2,4.183,0,5.16E-11,3.30E-11
K,292.75309,1,1.70E-05,4,2,4.234,0,4.70E-11,3.07E-11
K,792.7001,1,1.64E-05,4,4,4.234,2.67,4.51E-11,2.95E-11
K,299.2215,1,2.17E-05,2,2,4.142,0,3.75E-11,2.35E-11
K,294.27223,1,2.40E-05,2,2,4.212,0,3.50E-11,2.26E-11
K,291.6031,1,1.15E-05,4,2,4.251,0,3.06E-11,2.01E-11
K,292.75701,1,1.70E-05,2,2,4.234,0,2.35E-11,1.54E-11
K,290.7101,1,7.85E-06,4,2,4.264,0,2.02E-11,1.34E-11
K,291.6063,1,1.16E-05,2,2,4.251,0,1.53E-11,1.01E-11
K,290.0019,1,5.21E-06,4,2,4.274,0,1.31E-11,8.68E-12
K,290.7126,1,7.87E-06,2,2,4.264,0,1.01E-11,6.69E-12
K,289.4309,1,3.54E-06,4,2,4.283,0,8.68E-12,5.79E-12
K,290.004,1,5.22E-06,2,2,4.274,0,6.54E-12,4.35E-12
K,288.9638,1,2.35E-06,4,2,4.29,0,5.66E-12,3.79E-12
K,288.5758,1,1.85E-06,4,2,4.295,0,4.40E-12,2.96E-12
K,289.4326,1,3.55E-06,2,2,4.283,0,4.35E-12,2.90E-12
K,288.2508,1,1.54E-06,4,2,4.3,0,3.61E-12,2.43E-12
K,287.9756,1,1.30E-06,4,2,4.304,0,3.03E-12,2.04E-12
K,288.9638,1,2.35E-06,2,2,4.29,0,2.84E-12,1.90E-12
K,287.7403,1,1.09E-06,4,2,4.308,0,2.52E-12,1.70E-12
K,288.5758,1,1.86E-06,2,2,4.295,0,2.21E-12,1.48E-12
K,287.5382,1,9.32E-07,4,2,4.311,0,2.14E-12,1.44E-12
K,287.3626,1,8.26E-07,4,2,4.314,0,1.88E-12,1.27E-12
K,288.2508,1,1.54E-06,2,2,4.3,0,1.81E-12,1.22E-12
K,287.9756,1,1.30E-06,2,2,4.304,0,1.52E-12,1.02E-12
K,287.2091,1,6.67E-07,4,2,4.316,0,1.51E-12,1.02E-12
K,287.0754,1,5.87E-07,4,2,4.318,0,1.32E-12,8.96E-13
K,287.7403,1,1.09E-06,2,2,4.308,0,1.26E-12,8.52E-13
K,286.9562,1,5.08E-07,4,2,4.32,0,1.14E-12,7.73E-13
K,287.5382,1,9.34E-07,2,2,4.311,0,1.07E-12,7.23E-13
K,287.3626,1,8.28E-07,2,2,4.314,0,9.43E-13,6.37E-13
K,287.2091,1,6.69E-07,2,2,4.316,0,7.58E-13,5.13E-13
K,287.0754,1,5.89E-07,2,2,4.318,0,6.63E-13,4.49E-13
K,286.9562,1,5.10E-07,2,2,4.32,0,5.72E-13,3.88E-13
K,418.624,2,10.3,7,5,23.109,20.148,6.42E-18,6.42E-18
K,426.34,2,3.91,5,3,23.146,20.238,1.63E-18,1.63E-18
K,482.923,2,2.52,3,5,22.714,20.148,1.38E-18,1.38E-18
K,389.792,2,3.63,5,5,23.328,20.148,1.09E-18,1.09E-18
K,612.027,2,1.68,7,9,23.109,21.083,1.05E-18,1.05E-18
K,413.472,2,2.31,5,5,23.146,20.148,9.62E-19,9.62E-19
K,430.91,2,4.19,5,3,23.515,20.638,8.93E-19,8.93E-19
K,460.845,2,2.1,5,3,23.328,20.638,6.29E-19,6.29E-19
K,500.56,2,1.11,3,3,22.714,20.238,6.07E-19,6.07E-19
K,411.499,2,2.34,3,3,23.25,20.238,4.84E-19,4.84E-19
K,630.729,2,0.891,5,7,23.146,21.18,3.71E-19,3.71E-19
K,414.919,2,1.68,3,1,23.25,20.263,3.47E-19,3.47E-19
K,368.154,2,1.56,5,5,23.515,20.148,3.33E-19,3.33E-19
K,378.319,2,1.49,5,3,23.515,20.238,3.18E-19,3.18E-19
K,422.567,2,0.942,5,3,23.328,20.394,2.82E-19,2.82E-19
K,422.297,2,2.3,3,3,23.573,20.638,2.65E-19,2.65E-19
K,430.5,2,0.866,5,5,23.328,20.448,2.59E-19,2.59E-19
K,450.533,2,0.616,5,3,23.146,20.394,2.57E-19,2.57E-19
K,438.816,2,1.8,3,3,23.463,20.638,2.53E-19,2.53E-19
K,404.259,2,0.93,5,5,23.515,20.448,1.98E-19,1.98E-19
K,505.627,2,0.328,3,1,22.714,20.263,1.79E-19,1.79E-19
K,400.124,2,1.5,3,1,23.573,20.475,1.73E-19,1.73E-19
K,434.003,2,0.652,3,3,23.25,20.394,1.35E-19,1.35E-19
K,401.21,2,0.437,5,3,23.328,20.238,1.31E-19,1.31E-19
K,624.659,2,0.613,3,5,23.25,21.266,1.27E-19,1.27E-19
Rb,780.0268,1,0.381,4,2,1.589,0,2.31E-03,1.32E-04
Rb,794.7603,1,0.361,2,2,1.56,0,1.21E-03,6.67E-05
Rb,775.7647,1,0.02706,6,4,3.187,1.589,1.61E-06,5.16E-07
Rb,420.1792,1,0.0177,4,2,2.95,0,1.42E-06,3.65E-07
Rb,761.8924,1,0.02438,4,2,3.187,1.56,9.67E-07,3.10E-07
Rb,629.83252,1,0.03712,6,4,3.557,1.589,7.73E-07,3.34E-07
Rb,740.8166,1,0.044,2,4,3.262,1.589,7.01E-07,2.40E-07
Rb,421.5524,1,0.015,2,2,2.94,0,6.17E-07,1.58E-07
Rb,727.9989,1,0.0264,2,2,3.262,1.56,4.21E-07,1.44E-07
Rb,620.63092,1,0.02948,4,2,3.557,1.56,4.10E-07,1.77E-07
Rb,572.4107,1,0.02457,6,4,3.755,1.589,3.00E-07,1.48E-07
Rb,775.9429,1,0.004788,4,4,3.187,1.589,1.90E-07,6.09E-08
Rb,564.7761,1,0.02037,4,2,3.755,1.56,1.66E-07,8.20E-08
Rb,543.1525,1,0.01659,6,4,3.871,1.589,1.49E-07,7.91E-08
Rb,615.9619,1,0.02192,2,4,3.602,1.589,1.35E-07,6.01E-08
Rb,629.92245,1,0.0063,4,4,3.557,1.589,8.76E-08,3.78E-08
Rb,536.2593,1,0.0139,4,2,3.871,1.56,8.32E-08,4.42E-08
Rb,607.0746,1,0.01254,2,2,3.602,1.56,7.71E-08,3.44E-08
Rb,358.705,1,0.00396,4,2,3.455,0,7.29E-08,2.92E-08
Rb,565.374,1,0.0113,2,4,3.782,1.589,4.28E-08,2.15E-08
Rb,572.4602,1,0.003966,4,4,3.755,1.589,3.23E-08,1.60E-08
Rb,952.2277,1,0.003253,4,6,3.702,2.4,3.05E-08,1.46E-08
Rb,359.1572,1,0.00289,2,2,3.451,0,2.69E-08,1.07E-08
Rb,557.8777,1,0.006573,2,2,3.782,1.56,2.49E-08,1.25E-08
Rb,539.0558,1,0.007073,2,4,3.889,1.589,2.02E-08,1.09E-08
Rb,543.1823,1,0.002824,4,4,3.871,1.589,1.69E-08,8.98E-09
Rb,953.9814,1,0.00345,2,4,3.699,2.4,1.63E-08,7.76E-09
Rb,334.8696,1,0.00137,4,2,3.701,0,1.29E-08,6.14E-09
Rb,860.7037,1,0.001837,4,6,3.84,2.4,1.19E-08,6.22E-09
Rb,532.2369,1,0.00408,2,2,3.889,1.56,1.17E-08,6.26E-09
Rb,523.3956,1,0.004626,2,4,3.958,1.589,1.11E-08,6.18E-09
Rb,922.5438,1,0.001122,4,2,3.84,2.496,7.28E-09,3.80E-09
Rb,516.9648,1,0.002642,2,2,3.958,1.56,6.32E-09,3.53E-09
Rb,861.573,1,0.001898,2,4,3.839,2.4,6.18E-09,3.22E-09
Rb,812.3765,1,0.001149,4,6,3.926,2.4,5.97E-09,3.27E-09
Rb,335.0812,1,0.000891,2,2,3.699,0,4.21E-09,2.01E-09
Rb,322.7979,1,0.00064,4,2,3.84,0,4.16E-09,2.17E-09
Rb,867.2458,1,0.0006539,4,2,3.926,2.496,3.40E-09,1.86E-09
Rb,952.2676,1,0.0003617,4,4,3.702,2.4,3.39E-09,1.62E-09
Rb,812.8884,1,0.001156,2,4,3.925,2.4,3.01E-09,1.65E-09
Rb,923.5051,1,0.0006412,2,2,3.839,2.496,2.09E-09,1.09E-09
Rb,315.753,1,0.000338,4,2,3.925,0,1.76E-09,9.64E-10
Rb,860.7363,1,0.0002042,4,4,3.84,2.4,1.33E-09,6.91E-10
Rb,322.9156,1,0.000384,2,2,3.838,0,1.25E-09,6.52E-10
Rb,311.2566,1,0.000251,4,2,3.982,0,1.13E-09,6.39E-10
Rb,867.7961,1,0.0003452,2,2,3.925,2.496,8.98E-10,4.93E-10
Rb,812.4055,1,0.0001277,4,4,3.926,2.4,6.63E-10,3.64E-10
Rb,308.2003,1,0.000149,4,2,4.022,0,6.05E-10,3.50E-10
Rb,516.5065,1,1.29E-06,4,2,2.4,0,5.63E-10,8.24E-11
Rb,315.8259,1,0.000201,2,2,3.925,0,5.23E-10,2.87E-10
Rb,6.0247,1,0.000105,4,2,4.05,0,3.97E-10,2.33E-10
Rb,516.5182,1,5.71E-07,6,2,2.4,0,3.75E-10,5.48E-11
Rb,304.4182,1,8.20E-05,4,2,4.072,0,2.93E-10,1.74E-10
Rb,311.3047,1,0.000127,2,2,3.982,0,2.86E-10,1.62E-10
Rb,303.1979,1,4.93E-05,4,2,4.088,0,1.69E-10,1.01E-10
Rb,308.234,1,6.98E-05,2,2,4.021,0,1.42E-10,8.21E-11
Rb,302.2478,1,4.12E-05,4,2,4.101,0,1.37E-10,8.26E-11
Rb,301.4938,1,3.26E-05,4,2,4.111,0,1.06E-10,6.40E-11
Rb,306.0491,1,4.51E-05,2,2,4.05,0,8.52E-11,5.01E-11
Rb,300.8847,1,2.64E-05,4,2,4.119,0,8.38E-11,5.10E-11
Rb,304.4368,1,3.72E-05,2,2,4.071,0,6.66E-11,3.96E-11
Rb,300.3862,1,2.05E-05,4,2,4.126,0,6.40E-11,3.91E-11
Rb,303.212,1,2.49E-05,2,2,4.088,0,4.28E-11,2.56E-11
Rb,302.2591,1,1.77E-05,2,2,4.101,0,2.94E-11,1.78E-11
Rb,301.5029,1,1.39E-05,2,2,4.111,0,2.25E-11,1.37E-11
Rb,300.8923,1,1.05E-05,2,2,4.119,0,1.67E-11,1.01E-11
